Unnamed: 0,player,position,position_id,date,team,opp,score,fpts,min,starts
0,Ignacio Pussetto,M,4.0,Jun 28,WAT,SOU,L 1-3,3.1,11,0
1,Ignacio Pussetto,M,4.0,Mar 7,WAT,@CRY,L 0-1,0.5,16,0
2,Ignacio Pussetto,M,4.0,Feb 29,WAT,LIV,W 3-0,2.1,8,0
3,Ignacio Pussetto,M,4.0,Feb 8,WAT,@BHA,T 1-1,1.25,8,0
4,Ignacio Pussetto,M,4.0,Feb 1,WAT,EVE,L 2-3,1.0,8,0
5,Ignacio Pussetto,M,4.0,Jan 21,WAT,@AVL,L 1-2,6.85,15,0
6,Ignacio Pussetto,M,4.0,Jan 18,WAT,TOT,T 0-0,2.25,1,0
0,Roberto Pereyra,M,4.0,Jul 26,WAT,@ARS,L 2-3,8.5,88,1
1,Roberto Pereyra,M,4.0,Jul 21,WAT,MCI,L 0-4,4.75,87,1
2,Roberto Pereyra,M,4.0,Jul 4,WAT,@CHE,L 0-3,1.25,7,0
3,Roberto Pereyra,M,4.0,Jun 28,WAT,SOU,L 1-3,4.75,74,1
4,Roberto Pereyra,M,4.0,Jun 20,WAT,LEI,T 1-1,8.5,69,1
5,Roberto Pereyra,M,4.0,Mar 7,WAT,@CRY,L 0-1,4.5,74,1
6,Roberto Pereyra,M,4.0,Feb 29,WAT,LIV,W 3-0,4.35,53,0
7,Roberto Pereyra,M,4.0,Feb 23,WAT,@MUN,L 0-3,3.25,69,1
8,Roberto Pereyra,M,4.0,Feb 8,WAT,@BHA,T 1-1,6.1,82,1
9,Roberto Pereyra,M,4.0,Feb 1,WAT,EVE,L 2-3,12.5,75,1
10,Roberto Pereyra,M,4.0,Jan 21,WAT,@AVL,L 1-2,9.7,81,1
11,Roberto Pereyra,M,4.0,Jan 18,WAT,TOT,T 0-0,1.25,11,0
12,Roberto Pereyra,M,4.0,Jan 12,WAT,@BOU,W 3-0,12.25,8,0
13,Roberto Pereyra,M,4.0,Jan 1,WAT,WOL,W 2-1,0.5,1,0
14,Roberto Pereyra,M,4.0,Dec 26,WAT,@SHU,T 1-1,4.25,45,0
15,Roberto Pereyra,M,4.0,Dec 22,WAT,MUN,W 2-0,2.25,13,0
16,Roberto Pereyra,M,4.0,Dec 7,WAT,CRY,T 0-0,8.5,77,1
17,Roberto Pereyra,M,4.0,Nov 8,WAT,@NOR,W 2-0,2.5,31,1
18,Roberto Pereyra,M,4.0,Nov 2,WAT,CHE,L 1-2,6.75,90,1
19,Roberto Pereyra,M,4.0,Oct 26,WAT,BOU,T 0-0,8.35,90,1
20,Roberto Pereyra,M,4.0,Oct 19,WAT,@TOT,T 1-1,4.0,84,1
21,Roberto Pereyra,M,4.0,Oct 5,WAT,SHU,T 0-0,7.75,90,1
22,Roberto Pereyra,M,4.0,Sep 28,WAT,@WOL,L 0-2,8.5,45,0
23,Roberto Pereyra,M,4.0,Sep 21,WAT,@MCI,L 0-8,3.25,57,0
24,Roberto Pereyra,M,4.0,Sep 15,WAT,ARS,T 2-2,13.0,27,0
25,Roberto Pereyra,M,4.0,Aug 31,WAT,@NEW,T 1-1,10.25,90,1
26,Roberto Pereyra,M,4.0,Aug 17,WAT,@EVE,L 0-1,2.25,90,1
27,Roberto Pereyra,M,4.0,Aug 10,WAT,BHA,L 0-3,2.25,45,0
0,Gerard Deulofeu,"M,F",5.0,Feb 29,WAT,LIV,W 3-0,5.0,37,1
1,Gerard Deulofeu,"M,F",5.0,Feb 23,WAT,@MUN,L 0-3,6.25,90,1
2,Gerard Deulofeu,"M,F",5.0,Feb 8,WAT,@BHA,T 1-1,9.5,86,1
3,Gerard Deulofeu,"M,F",5.0,Feb 1,WAT,EVE,L 2-3,12.5,82,1
4,Gerard Deulofeu,"M,F",5.0,Jan 21,WAT,@AVL,L 1-2,15.25,89,1
5,Gerard Deulofeu,"M,F",5.0,Jan 18,WAT,TOT,T 0-0,13.0,90,1
6,Gerard Deulofeu,"M,F",5.0,Jan 12,WAT,@BOU,W 3-0,8.75,89,1
7,Gerard Deulofeu,"M,F",5.0,Jan 1,WAT,WOL,W 2-1,24.5,73,1
8,Gerard Deulofeu,"M,F",5.0,Dec 28,WAT,AVL,W 3-0,18.75,90,1
9,Gerard Deulofeu,"M,F",5.0,Dec 26,WAT,@SHU,T 1-1,11.85,90,1
10,Gerard Deulofeu,"M,F",5.0,Dec 22,WAT,MUN,W 2-0,19.5,90,1
11,Gerard Deulofeu,"M,F",5.0,Dec 14,WAT,@LIV,L 0-2,7.5,90,1
12,Gerard Deulofeu,"M,F",5.0,Dec 7,WAT,CRY,T 0-0,12.25,90,1
13,Gerard Deulofeu,"M,F",5.0,Dec 4,WAT,@LEI,L 0-2,3.5,77,1
14,Gerard Deulofeu,"M,F",5.0,Nov 30,WAT,@SOU,L 1-2,3.0,67,1
15,Gerard Deulofeu,"M,F",5.0,Nov 23,WAT,BUR,L 0-3,15.75,90,1
16,Gerard Deulofeu,"M,F",5.0,Nov 8,WAT,@NOR,W 2-0,27.2,70,1
17,Gerard Deulofeu,"M,F",5.0,Nov 2,WAT,CHE,L 1-2,19.85,90,1
18,Gerard Deulofeu,"M,F",5.0,Oct 26,WAT,BOU,T 0-0,7.5,90,1
19,Gerard Deulofeu,"M,F",5.0,Oct 19,WAT,@TOT,T 1-1,7.25,86,0
20,Gerard Deulofeu,"M,F",5.0,Oct 5,WAT,SHU,T 0-0,5.0,31,0
21,Gerard Deulofeu,"M,F",5.0,Sep 28,WAT,@WOL,L 0-2,3.6,45,1
22,Gerard Deulofeu,"M,F",5.0,Sep 21,WAT,@MCI,L 0-8,8.0,77,1
23,Gerard Deulofeu,"M,F",5.0,Sep 15,WAT,ARS,T 2-2,34.5,90,1
24,Gerard Deulofeu,"M,F",5.0,Aug 31,WAT,@NEW,T 1-1,-0.5,8,0
25,Gerard Deulofeu,"M,F",5.0,Aug 24,WAT,WHU,L 1-3,11.25,74,1
26,Gerard Deulofeu,"M,F",5.0,Aug 17,WAT,@EVE,L 0-1,7.25,79,1
27,Gerard Deulofeu,"M,F",5.0,Aug 10,WAT,BHA,L 0-3,3.0,45,1
0,Ismaila Sarr,"M,F",5.0,Jul 26,WAT,@ARS,L 2-3,20.75,90,1
1,Ismaila Sarr,"M,F",5.0,Jul 21,WAT,MCI,L 0-4,7.0,90,1
2,Ismaila Sarr,"M,F",5.0,Jul 17,WAT,@WHU,L 1-3,8.0,90,1
3,Ismaila Sarr,"M,F",5.0,Jul 11,WAT,NEW,W 2-1,11.5,90,1
4,Ismaila Sarr,"M,F",5.0,Jul 7,WAT,NOR,W 2-1,11.25,90,1
5,Ismaila Sarr,"M,F",5.0,Jul 4,WAT,@CHE,L 0-3,4.85,83,1
6,Ismaila Sarr,"M,F",5.0,Jun 28,WAT,SOU,L 1-3,8.0,90,1
7,Ismaila Sarr,"M,F",5.0,Jun 25,WAT,@BUR,L 0-1,7.25,90,1
8,Ismaila Sarr,"M,F",5.0,Jun 20,WAT,LEI,T 1-1,8.0,90,1
9,Ismaila Sarr,"M,F",5.0,Mar 7,WAT,@CRY,L 0-1,6.25,90,1
10,Ismaila Sarr,"M,F",5.0,Feb 29,WAT,LIV,W 3-0,34.75,82,1
11,Ismaila Sarr,"M,F",5.0,Feb 23,WAT,@MUN,L 0-3,2.25,21,0
12,Ismaila Sarr,"M,F",5.0,Jan 18,WAT,TOT,T 0-0,16.5,89,1
13,Ismaila Sarr,"M,F",5.0,Jan 12,WAT,@BOU,W 3-0,13.85,82,1
14,Ismaila Sarr,"M,F",5.0,Jan 1,WAT,WOL,W 2-1,16.7,89,1
15,Ismaila Sarr,"M,F",5.0,Dec 28,WAT,AVL,W 3-0,16.75,90,1
16,Ismaila Sarr,"M,F",5.0,Dec 26,WAT,@SHU,T 1-1,4.25,45,1
17,Ismaila Sarr,"M,F",5.0,Dec 22,WAT,MUN,W 2-0,17.25,87,1
18,Ismaila Sarr,"M,F",5.0,Dec 14,WAT,@LIV,L 0-2,10.85,90,1
19,Ismaila Sarr,"M,F",5.0,Dec 7,WAT,CRY,T 0-0,14.5,90,1
20,Ismaila Sarr,"M,F",5.0,Dec 4,WAT,@LEI,L 0-2,9.25,90,1
21,Ismaila Sarr,"M,F",5.0,Nov 30,WAT,@SOU,L 1-2,19.2,90,1
22,Ismaila Sarr,"M,F",5.0,Nov 23,WAT,BUR,L 0-3,1.75,23,0
23,Ismaila Sarr,"M,F",5.0,Oct 5,WAT,SHU,T 0-0,1.25,13,0
24,Ismaila Sarr,"M,F",5.0,Sep 28,WAT,@WOL,L 0-2,3.25,71,1
25,Ismaila Sarr,"M,F",5.0,Sep 21,WAT,@MCI,L 0-8,2.0,31,0
26,Ismaila Sarr,"M,F",5.0,Sep 15,WAT,ARS,T 2-2,2.0,36,0
27,Ismaila Sarr,"M,F",5.0,Aug 24,WAT,WHU,L 1-3,0.75,16,0
0,Isaac Success Ajayi,F,6.0,Feb 1,WAT,EVE,L 2-3,-1.5,15,0
1,Isaac Success Ajayi,F,6.0,Dec 22,WAT,MUN,W 2-0,2.25,3,0
2,Isaac Success Ajayi,F,6.0,Dec 4,WAT,@LEI,L 0-2,2.25,13,0
3,Isaac Success Ajayi,F,6.0,Aug 31,WAT,@NEW,T 1-1,3.5,19,0
4,Isaac Success Ajayi,F,6.0,Aug 10,WAT,BHA,L 0-3,0.5,15,0
0,Joao Pedro,F,6.0,Jul 26,WAT,@ARS,L 2-3,3.0,2,0
1,Joao Pedro,F,6.0,Jul 17,WAT,@WHU,L 1-3,1.25,4,0
2,Joao Pedro,F,6.0,Jun 28,WAT,SOU,L 1-3,2.5,16,0
0,Andre Gray,F,6.0,Jul 17,WAT,@WHU,L 1-3,1.0,23,0
1,Andre Gray,F,6.0,Jul 11,WAT,NEW,W 2-1,1.0,1,0
2,Andre Gray,F,6.0,Jun 25,WAT,@BUR,L 0-1,1.25,5,0
3,Andre Gray,F,6.0,Mar 7,WAT,@CRY,L 0-1,1.0,6,0
4,Andre Gray,F,6.0,Jan 21,WAT,@AVL,L 1-2,1.25,9,0
5,Andre Gray,F,6.0,Jan 12,WAT,@BOU,W 3-0,7.5,1,0
6,Andre Gray,F,6.0,Dec 26,WAT,@SHU,T 1-1,1.5,10,0
7,Andre Gray,F,6.0,Dec 14,WAT,@LIV,L 0-2,2.25,15,0
8,Andre Gray,F,6.0,Dec 7,WAT,CRY,T 0-0,3.5,13,0
9,Andre Gray,F,6.0,Dec 4,WAT,@LEI,L 0-2,1.0,3,0
10,Andre Gray,F,6.0,Nov 30,WAT,@SOU,L 1-2,1.5,23,0
11,Andre Gray,F,6.0,Nov 23,WAT,BUR,L 0-3,0.75,56,1
12,Andre Gray,F,6.0,Nov 8,WAT,@NOR,W 2-0,14.25,59,0
13,Andre Gray,F,6.0,Nov 2,WAT,CHE,L 1-2,4.0,90,1
14,Andre Gray,F,6.0,Oct 26,WAT,BOU,T 0-0,3.6,33,0
15,Andre Gray,F,6.0,Oct 5,WAT,SHU,T 0-0,5.75,59,1
16,Andre Gray,F,6.0,Sep 28,WAT,@WOL,L 0-2,4.5,19,0
17,Andre Gray,F,6.0,Sep 21,WAT,@MCI,L 0-8,4.0,13,0
18,Andre Gray,F,6.0,Sep 15,WAT,ARS,T 2-2,2.75,54,1
19,Andre Gray,F,6.0,Aug 31,WAT,@NEW,T 1-1,5.0,82,1
20,Andre Gray,F,6.0,Aug 24,WAT,WHU,L 1-3,16.35,90,1
21,Andre Gray,F,6.0,Aug 17,WAT,@EVE,L 0-1,2.0,7,0
22,Andre Gray,F,6.0,Aug 10,WAT,BHA,L 0-3,4.0,75,1
0,Troy Deeney,F,6.0,Jul 26,WAT,@ARS,L 2-3,16.35,90,1
1,Troy Deeney,F,6.0,Jul 21,WAT,MCI,L 0-4,5.0,67,1
2,Troy Deeney,F,6.0,Jul 17,WAT,@WHU,L 1-3,14.5,67,1
3,Troy Deeney,F,6.0,Jul 11,WAT,NEW,W 2-1,28.0,85,1
4,Troy Deeney,F,6.0,Jul 7,WAT,NOR,W 2-1,10.0,90,1
5,Troy Deeney,F,6.0,Jul 4,WAT,@CHE,L 0-3,4.75,64,1
6,Troy Deeney,F,6.0,Jun 28,WAT,SOU,L 1-3,4.5,90,1
7,Troy Deeney,F,6.0,Jun 25,WAT,@BUR,L 0-1,7.75,85,1
8,Troy Deeney,F,6.0,Jun 20,WAT,LEI,T 1-1,7.65,90,1
9,Troy Deeney,F,6.0,Mar 7,WAT,@CRY,L 0-1,8.35,74,1
10,Troy Deeney,F,6.0,Feb 29,WAT,LIV,W 3-0,25.6,90,1
11,Troy Deeney,F,6.0,Feb 23,WAT,@MUN,L 0-3,7.5,76,1
12,Troy Deeney,F,6.0,Feb 8,WAT,@BHA,T 1-1,8.1,90,1
13,Troy Deeney,F,6.0,Feb 1,WAT,EVE,L 2-3,14.1,90,1
14,Troy Deeney,F,6.0,Jan 21,WAT,@AVL,L 1-2,17.85,90,1
15,Troy Deeney,F,6.0,Jan 18,WAT,TOT,T 0-0,10.25,90,1
16,Troy Deeney,F,6.0,Jan 12,WAT,@BOU,W 3-0,21.15,90,1
17,Troy Deeney,F,6.0,Jan 1,WAT,WOL,W 2-1,5.1,90,1
18,Troy Deeney,F,6.0,Dec 28,WAT,AVL,W 3-0,28.1,90,1
19,Troy Deeney,F,6.0,Dec 26,WAT,@SHU,T 1-1,6.3,80,1
20,Troy Deeney,F,6.0,Dec 22,WAT,MUN,W 2-0,15.35,90,1
21,Troy Deeney,F,6.0,Dec 14,WAT,@LIV,L 0-2,4.85,75,1
22,Troy Deeney,F,6.0,Dec 7,WAT,CRY,T 0-0,7.75,90,1
23,Troy Deeney,F,6.0,Dec 4,WAT,@LEI,L 0-2,8.55,87,1
24,Troy Deeney,F,6.0,Nov 23,WAT,BUR,L 0-3,1.25,34,0
25,Troy Deeney,F,6.0,Aug 17,WAT,@EVE,L 0-1,9.85,90,1
26,Troy Deeney,F,6.0,Aug 10,WAT,BHA,L 0-3,9.5,90,1
0,Danny Welbeck,F,6.0,Jul 26,WAT,@ARS,L 2-3,20.0,90,1
1,Danny Welbeck,F,6.0,Jul 21,WAT,MCI,L 0-4,3.0,23,0
2,Danny Welbeck,F,6.0,Jul 17,WAT,@WHU,L 1-3,3.1,86,1
3,Danny Welbeck,F,6.0,Jul 11,WAT,NEW,W 2-1,5.25,89,1
4,Danny Welbeck,F,6.0,Jul 7,WAT,NOR,W 2-1,20.2,90,1
5,Danny Welbeck,F,6.0,Jul 4,WAT,@CHE,L 0-3,3.75,32,0
6,Danny Welbeck,F,6.0,Jun 28,WAT,SOU,L 1-3,1.25,17,0
7,Danny Welbeck,F,6.0,Jun 25,WAT,@BUR,L 0-1,5.25,90,1
8,Danny Welbeck,F,6.0,Jun 20,WAT,LEI,T 1-1,0.0,21,0
9,Danny Welbeck,F,6.0,Mar 7,WAT,@CRY,L 0-1,1.75,16,0
10,Danny Welbeck,F,6.0,Feb 23,WAT,@MUN,L 0-3,1.0,14,0
11,Danny Welbeck,F,6.0,Feb 8,WAT,@BHA,T 1-1,1.5,4,0
12,Danny Welbeck,F,6.0,Feb 1,WAT,EVE,L 2-3,3.5,33,0
13,Danny Welbeck,F,6.0,Oct 19,WAT,@TOT,T 1-1,1.0,4,1
14,Danny Welbeck,F,6.0,Oct 5,WAT,SHU,T 0-0,5.85,77,1
15,Danny Welbeck,F,6.0,Sep 28,WAT,@WOL,L 0-2,9.25,90,1
16,Danny Welbeck,F,6.0,Aug 24,WAT,WHU,L 1-3,1.75,16,0
17,Danny Welbeck,F,6.0,Aug 17,WAT,@EVE,L 0-1,2.35,23,0
0,Lukasz Fabianski,G,1.0,Jul 26,WHU,AVL,T 1-1,10.0,90,1
1,Lukasz Fabianski,G,1.0,Jul 22,WHU,@MUN,T 1-1,9.0,90,1
2,Lukasz Fabianski,G,1.0,Jul 17,WHU,WAT,W 3-1,8.25,90,1
3,Lukasz Fabianski,G,1.0,Jul 11,WHU,@NOR,W 4-0,15.0,90,1
4,Lukasz Fabianski,G,1.0,Jul 8,WHU,BUR,L 0-1,11.25,90,1
5,Lukasz Fabianski,G,1.0,Jul 5,WHU,@NEW,T 2-2,9.0,90,1
6,Lukasz Fabianski,G,1.0,Jul 1,WHU,CHE,W 3-2,11.75,90,1
7,Lukasz Fabianski,G,1.0,Jun 23,WHU,@TOT,L 0-2,10.0,90,1
8,Lukasz Fabianski,G,1.0,Jun 20,WHU,WOL,L 0-2,11.75,90,1
9,Lukasz Fabianski,G,1.0,Mar 7,WHU,@ARS,L 0-1,5.0,90,1
10,Lukasz Fabianski,G,1.0,Feb 29,WHU,SOU,W 3-1,5.0,90,1
11,Lukasz Fabianski,G,1.0,Feb 24,WHU,@LIV,L 2-3,10.5,90,1
12,Lukasz Fabianski,G,1.0,Feb 19,WHU,@MCI,L 0-2,13.0,90,1
13,Lukasz Fabianski,G,1.0,Feb 1,WHU,BHA,T 3-3,11.25,90,1
14,Lukasz Fabianski,G,1.0,Jan 29,WHU,LIV,L 0-2,8.75,90,1
15,Lukasz Fabianski,G,1.0,Jan 10,WHU,@SHU,L 0-1,2.25,15,1
16,Lukasz Fabianski,G,1.0,Jan 1,WHU,BOU,W 4-0,15.0,90,1
17,Lukasz Fabianski,G,1.0,Dec 28,WHU,LEI,L 1-2,16.5,90,1
18,Lukasz Fabianski,G,1.0,Sep 28,WHU,@BOU,T 2-2,1.0,34,1
19,Lukasz Fabianski,G,1.0,Sep 22,WHU,MUN,W 2-0,18.25,90,1
20,Lukasz Fabianski,G,1.0,Sep 16,WHU,@AVL,T 0-0,22.5,90,1
21,Lukasz Fabianski,G,1.0,Aug 31,WHU,NOR,W 2-0,17.0,90,1
22,Lukasz Fabianski,G,1.0,Aug 24,WHU,@WAT,W 3-1,7.25,90,1
23,Lukasz Fabianski,G,1.0,Aug 17,WHU,@BHA,T 1-1,9.25,90,1
24,Lukasz Fabianski,G,1.0,Aug 10,WHU,MCI,L 0-5,9.0,90,1
0,Darren Randolph,G,1.0,Jan 22,WHU,@LEI,L 1-4,9.75,90,1
1,Darren Randolph,G,1.0,Jan 18,WHU,EVE,T 1-1,7.25,90,1
0,Roberto Jimenez,G,1.0,Dec 26,WHU,@CRY,L 1-2,9.5,90,1
1,Roberto Jimenez,G,1.0,Nov 23,WHU,TOT,L 2-3,9.25,90,1
2,Roberto Jimenez,G,1.0,Nov 9,WHU,@BUR,L 0-3,24.0,90,1
3,Roberto Jimenez,G,1.0,Nov 2,WHU,NEW,L 2-3,14.0,90,1
4,Roberto Jimenez,G,1.0,Oct 26,WHU,SHU,T 1-1,7.25,90,1
5,Roberto Jimenez,G,1.0,Oct 19,WHU,@EVE,L 0-2,20.5,90,1
6,Roberto Jimenez,G,1.0,Oct 5,WHU,CRY,L 1-2,4.5,90,1
7,Roberto Jimenez,G,1.0,Sep 28,WHU,@BOU,T 2-2,8.5,56,0
0,David Martin,G,1.0,Jan 10,WHU,@SHU,L 0-1,6.75,75,0
1,David Martin,G,1.0,Dec 14,WHU,@SOU,W 1-0,13.25,90,1
2,David Martin,G,1.0,Dec 9,WHU,ARS,L 1-3,2.0,90,1
3,David Martin,G,1.0,Dec 4,WHU,@WOL,L 0-2,12.5,90,1
4,David Martin,G,1.0,Nov 30,WHU,@CHE,W 1-0,24.0,90,1
0,Pablo Zabaleta,D,2.0,Feb 19,WHU,@MCI,L 0-2,2.35,30,0
1,Pablo Zabaleta,D,2.0,Jan 22,WHU,@LEI,L 1-4,3.0,90,1
2,Pablo Zabaleta,D,2.0,Jan 18,WHU,EVE,T 1-1,10.3,90,1
3,Pablo Zabaleta,D,2.0,Jan 10,WHU,@SHU,L 0-1,9.1,90,1
4,Pablo Zabaleta,D,2.0,Dec 26,WHU,@CRY,L 1-2,7.55,90,1
5,Pablo Zabaleta,D,2.0,Nov 2,WHU,NEW,L 2-3,4.05,72,1
6,Pablo Zabaleta,D,2.0,Oct 26,WHU,SHU,T 1-1,10.05,90,1
7,Pablo Zabaleta,D,2.0,Oct 5,WHU,CRY,L 1-2,2.2,6,0
8,Pablo Zabaleta,D,2.0,Sep 22,WHU,MUN,W 2-0,2.1,10,0
9,Pablo Zabaleta,D,2.0,Sep 16,WHU,@AVL,T 0-0,0.6,21,0
0,Ryan Fredericks,D,2.0,Jul 26,WHU,AVL,T 1-1,6.5,90,1
1,Ryan Fredericks,D,2.0,Jul 11,WHU,@NOR,W 4-0,22.9,90,1
2,Ryan Fredericks,D,2.0,Jul 8,WHU,BUR,L 0-1,14.3,90,1
3,Ryan Fredericks,D,2.0,Jul 5,WHU,@NEW,T 2-2,7.9,90,1
4,Ryan Fredericks,D,2.0,Jul 1,WHU,CHE,W 3-2,8.65,90,1
5,Ryan Fredericks,D,2.0,Jun 23,WHU,@TOT,L 0-2,3.35,90,1
6,Ryan Fredericks,D,2.0,Jun 20,WHU,WOL,L 0-2,0.5,9,0
7,Ryan Fredericks,D,2.0,Feb 19,WHU,@MCI,L 0-2,5.4,60,1
8,Ryan Fredericks,D,2.0,Feb 1,WHU,BHA,T 3-3,8.0,90,1
9,Ryan Fredericks,D,2.0,Jan 1,WHU,BOU,W 4-0,26.7,90,1
10,Ryan Fredericks,D,2.0,Dec 28,WHU,LEI,L 1-2,7.25,90,1
11,Ryan Fredericks,D,2.0,Dec 14,WHU,@SOU,W 1-0,17.25,90,1
12,Ryan Fredericks,D,2.0,Dec 9,WHU,ARS,L 1-3,7.05,90,1
13,Ryan Fredericks,D,2.0,Dec 4,WHU,@WOL,L 0-2,9.5,90,1
14,Ryan Fredericks,D,2.0,Nov 30,WHU,@CHE,W 1-0,17.75,90,1
15,Ryan Fredericks,D,2.0,Nov 23,WHU,TOT,L 2-3,4.0,90,1
16,Ryan Fredericks,D,2.0,Nov 9,WHU,@BUR,L 0-3,4.05,90,1
17,Ryan Fredericks,D,2.0,Nov 2,WHU,NEW,L 2-3,2.0,18,0
18,Ryan Fredericks,D,2.0,Oct 19,WHU,@EVE,L 0-2,4.8,90,1
19,Ryan Fredericks,D,2.0,Oct 5,WHU,CRY,L 1-2,14.1,90,1
20,Ryan Fredericks,D,2.0,Sep 28,WHU,@BOU,T 2-2,12.4,90,1
21,Ryan Fredericks,D,2.0,Sep 22,WHU,MUN,W 2-0,13.9,80,1
22,Ryan Fredericks,D,2.0,Sep 16,WHU,@AVL,T 0-0,17.4,90,1
23,Ryan Fredericks,D,2.0,Aug 31,WHU,NOR,W 2-0,14.35,90,1
24,Ryan Fredericks,D,2.0,Aug 24,WHU,@WAT,W 3-1,5.35,90,1
25,Ryan Fredericks,D,2.0,Aug 17,WHU,@BHA,T 1-1,9.25,90,1
26,Ryan Fredericks,D,2.0,Aug 10,WHU,MCI,L 0-5,4.35,90,1
0,Jeremy Ngakia,D,2.0,Jun 20,WHU,WOL,L 0-2,9.75,81,1
1,Jeremy Ngakia,D,2.0,Mar 7,WHU,@ARS,L 0-1,8.55,90,1
2,Jeremy Ngakia,D,2.0,Feb 29,WHU,SOU,W 3-1,5.3,90,1
3,Jeremy Ngakia,D,2.0,Feb 24,WHU,@LIV,L 2-3,9.95,90,1
4,Jeremy Ngakia,D,2.0,Jan 29,WHU,LIV,L 0-2,8.3,90,1
0,Fabian Balbuena,D,2.0,Jul 17,WHU,WAT,W 3-1,0.5,1,0
1,Fabian Balbuena,D,2.0,Jul 11,WHU,@NOR,W 4-0,1.0,3,0
2,Fabian Balbuena,D,2.0,Jul 1,WHU,CHE,W 3-2,0.5,1,0
3,Fabian Balbuena,D,2.0,Jun 23,WHU,@TOT,L 0-2,5.95,90,1
4,Fabian Balbuena,D,2.0,Jan 10,WHU,@SHU,L 0-1,11.5,90,1
5,Fabian Balbuena,D,2.0,Jan 1,WHU,BOU,W 4-0,14.45,90,1
6,Fabian Balbuena,D,2.0,Dec 28,WHU,LEI,L 1-2,9.15,90,1
7,Fabian Balbuena,D,2.0,Dec 26,WHU,@CRY,L 1-2,7.7,90,1
8,Fabian Balbuena,D,2.0,Dec 14,WHU,@SOU,W 1-0,18.55,90,1
9,Fabian Balbuena,D,2.0,Dec 9,WHU,ARS,L 1-3,7.25,90,1
10,Fabian Balbuena,D,2.0,Dec 4,WHU,@WOL,L 0-2,7.95,90,1
11,Fabian Balbuena,D,2.0,Nov 30,WHU,@CHE,W 1-0,17.7,90,1
12,Fabian Balbuena,D,2.0,Nov 9,WHU,@BUR,L 0-3,7.9,90,1
13,Fabian Balbuena,D,2.0,Nov 2,WHU,NEW,L 2-3,17.55,90,1
14,Fabian Balbuena,D,2.0,Oct 26,WHU,SHU,T 1-1,7.6,90,1
15,Fabian Balbuena,D,2.0,Sep 16,WHU,@AVL,T 0-0,0.5,1,0
16,Fabian Balbuena,D,2.0,Aug 10,WHU,MCI,L 0-5,0.4,90,1
0,Angelo Ogbonna,D,2.0,Jul 26,WHU,AVL,T 1-1,6.4,90,1
1,Angelo Ogbonna,D,2.0,Jul 22,WHU,@MUN,T 1-1,6.8,90,1
2,Angelo Ogbonna,D,2.0,Jul 17,WHU,WAT,W 3-1,9.85,90,1
3,Angelo Ogbonna,D,2.0,Jul 11,WHU,@NOR,W 4-0,13.9,87,1
4,Angelo Ogbonna,D,2.0,Jul 8,WHU,BUR,L 0-1,7.5,90,1
5,Angelo Ogbonna,D,2.0,Jul 5,WHU,@NEW,T 2-2,6.75,90,1
6,Angelo Ogbonna,D,2.0,Jul 1,WHU,CHE,W 3-2,6.6,90,1
7,Angelo Ogbonna,D,2.0,Mar 7,WHU,@ARS,L 0-1,6.0,90,1
8,Angelo Ogbonna,D,2.0,Feb 29,WHU,SOU,W 3-1,8.9,90,1
9,Angelo Ogbonna,D,2.0,Feb 24,WHU,@LIV,L 2-3,8.65,90,1
10,Angelo Ogbonna,D,2.0,Feb 19,WHU,@MCI,L 0-2,6.6,90,1
11,Angelo Ogbonna,D,2.0,Feb 1,WHU,BHA,T 3-3,-0.6,90,1
12,Angelo Ogbonna,D,2.0,Jan 29,WHU,LIV,L 0-2,4.9,90,1
13,Angelo Ogbonna,D,2.0,Jan 22,WHU,@LEI,L 1-4,1.45,90,1
14,Angelo Ogbonna,D,2.0,Jan 18,WHU,EVE,T 1-1,7.5,90,1
15,Angelo Ogbonna,D,2.0,Jan 10,WHU,@SHU,L 0-1,5.6,90,1
16,Angelo Ogbonna,D,2.0,Jan 1,WHU,BOU,W 4-0,16.6,90,1
17,Angelo Ogbonna,D,2.0,Dec 26,WHU,@CRY,L 1-2,9.1,90,1
18,Angelo Ogbonna,D,2.0,Dec 14,WHU,@SOU,W 1-0,14.45,90,1
19,Angelo Ogbonna,D,2.0,Dec 9,WHU,ARS,L 1-3,14.65,90,1
20,Angelo Ogbonna,D,2.0,Dec 4,WHU,@WOL,L 0-2,5.15,90,1
21,Angelo Ogbonna,D,2.0,Nov 30,WHU,@CHE,W 1-0,15.55,90,1
22,Angelo Ogbonna,D,2.0,Nov 23,WHU,TOT,L 2-3,14.7,90,1
23,Angelo Ogbonna,D,2.0,Oct 19,WHU,@EVE,L 0-2,9.2,90,1
24,Angelo Ogbonna,D,2.0,Oct 5,WHU,CRY,L 1-2,7.75,90,1
25,Angelo Ogbonna,D,2.0,Sep 28,WHU,@BOU,T 2-2,5.85,90,1
26,Angelo Ogbonna,D,2.0,Sep 22,WHU,MUN,W 2-0,13.05,90,1
27,Angelo Ogbonna,D,2.0,Sep 16,WHU,@AVL,T 0-0,12.4,90,1
28,Angelo Ogbonna,D,2.0,Aug 31,WHU,NOR,W 2-0,13.05,90,1
29,Angelo Ogbonna,D,2.0,Aug 24,WHU,@WAT,W 3-1,5.95,90,1
30,Angelo Ogbonna,D,2.0,Aug 17,WHU,@BHA,T 1-1,9.5,90,1
